titles;target
Для наблюдения метеорного потока Геминиды запустят специальный авиарейс;0
"Фестиваль ""Новый маршрут"" завершится марафоном лекций от ведущих ученых";0
В Москве представили решения для технологического прорыва;0
В Самаре повысили надежность напечатанных деталей для авиации;0
Ученые назвали самую массовую угрозу в соцсетях;0
На Земле началась очень сильная магнитная буря;0
Закопать потепление. На Урале предложили ловушку для парникового газа;0
"На Байконур доставили первую ракету ""Союз-5""";0
Образцы достигшего Земли метеорита поступят на изучение в УрФУ;0
Землю ждет мощный удар солнечной плазмы;0
Ученые предложили методы ИИ для диагностики и лечения болезней сердца;0
Астроном рассказал о самой сильной за год вспышке на Солнце;0
На Солнце зафиксировали самую крупную вспышку в 2025 году;0
Вспышка на Солнце стала самой сильной с октября 2024 года;0
Ученые раскрыли секрет создания сложных орудий древними жителями Кавказа;0
Ученые предупредили о магнитных бурях;0
На Солнце произошло около 15 вспышек за сутки;0
Ученые предложили добавлять стеклянные отходы в бетон;0
"В Томске начали наблюдение за ""зарождением"" метастазов";0
Найден каменный метеорит, пролетевший над Москвой;0
Обхитрили нефть и возраст. Как ученые создают комфортный Север;0
"В ""Роскосмосе"" испытали устройство для зажигания в ракетном двигателе";0
Новосибирские химики разработали препарат от диабета второго типа;0
Уже движется к Земле. На Солнце произошла новая мощная вспышка;0
Ой-ой-ой. Будет больно. На Солнце произошла вспышка сильнейшего балла Х;0
Российские исследования применения LLM представили на конференции в Китае;0
На Куликовом поле создадут парк исторических миниатюр;0
На Дальнем Востоке создали материал для захоронения радиоактивных отходов;0
Подойдет и для пустыни. В России начали создание искусственных черноземов;0
"В России предложили технологию ""бутерброда"" для гаджетов будущего";0
К Земле движутся два облака солнечной плазмы;0
"Ученые поймали первый сигнал с ""инопланетного корабля""";0
Два облака солнечной плазмы так и не дошли до Земли, сообщили в ИКИ РАН;0
Умер американский ученый Джеймс Уотсон, открывший структуру ДНК;0
Ученые предупредили о начале мощнейшей магнитной бури;0
"В Томске научили ""зеленую"" энергию спасать сеть от аварий";0
В России назвали невыполнимой миссию SpaceX на Марс в 2026 году;0
Космонавт Кудь-Сверчков рассказал, как дети хотели отправить в космос кота;0
"В России создали ""рецептор"" для проверки БАДов на дому";0
"Ученые нашли ""ключ"" для внедрения в клетку лекарства из растений";0
"Природа против радиации. Ученые создали ""натуральную"" защиту от излучения";0
Россияне смогут наблюдать яркую комету C/2025 K1 ATLAS в ноябре;0
На Солнце произошел второй крупный выброс плазмы;0
На Солнце произошел второй крупный выброс плазмы;0
Китай представил реактор на основе тория, сообщили СМИ;0
Китайские космонавты впервые приготовили барбекю на орбите, сообщили СМИ;0
Ученые сообщили о красивой вспышке на Солнце, которая повлияет на Землю;0
В России создали саморазлагающийся пластик из растений;0
Физик сообщил о загадочном космическом объекте на пути к Земле;0
Хищник высокого ранга. Тюменские ученые открыли новый микроорганизм;0
На Солнце произошла вторая за сутки сильнейшая вспышка;0
На Солнце произошла вторая за сутки сильнейшая вспышка;0
Землян в ночь на четверг ждет суперлуние;0
На Солнце произошла сильная вспышка;0
Ученые зафиксировали самую яркую вспышку от сверхмассивной черной дыры;0
Ученые спрогнозировали активность вспышек на Солнце во вторник;0
Ученый объяснил учащение землетрясений на Камчатке;0
Российские ученые раскрыли миру голос народов Севера;0
Астроном Геннадий Борисов открыл новую комету;0
Ученые рассказали о самой яркой комете второй половины 2025 года;0
Новые технологии помогут установить, где находится гробница Хеопса;0
На Солнце зарегистрировали самую сильную за месяц вспышку;0
Ученый рассказал о сильной вспышке на Солнце;0
Путин поздравил академика РАН Юрия Соломонова с 80-летием;0
Ученые предупредили о росте солнечной активности;0
Они были первыми. Ученые из ЕС признали связь Крыма с регионами России;0
На Солнце возобновились сильные вспышки;0
Инопланетный корабль 3I/ATLAS совершил необычный маневр;0
Глава Курчатовского института рассказал, сколько дней лететь до Марса;0
Крикалев рассказал об участниках первой миссии на МКС;0
Работу МКС могут продлить, считает эксперт;0
"В ""Роскосмосе"" назвали количество побывавших на МКС космонавтов";0
Ученые рассказали, куда упал метеорит, пролетавший над Центральной Россией;0
"Ракета-носитель ""Чанчжэн-2F"" стартовала к орбитальной станции ""Тяньгун""";0
"Китай запустил пилотируемый корабль ""Шэньчжоу-21"" с тремя космонавтами";0
На Земле началась магнитная буря;0
Ученые рассказали, сколько еще продлятся геомагнитные возмущения;0
Это поразительно. Находка в недрах Земли раскрывает тайну нашей планеты;0
Ученые рассказали, где можно увидеть полярное сияние;0
В России запустили производство вакцины от вируса папилломы человека;0
"Путин рассказал, где применяется электроника, используемая в ""Буревестнике""";0
"Московские ученые вывели сорт озимой пшеницы ""Победа 80""";0
Ученые предупредили о магнитных бурях;0
"Ученые предложили лечить симптомы простатита ""горным"" воздухом";0
Астроном рассказала, как отыскать на небе слабую комету 3I/ATLAS;0
Российские космонавты завершили второй выход в открытый космос;0
Рыжиков и Зубрицкий второй раз вышли в открытый космос;0
Российские ученые разработали систему оценки злокачественности рака почки;0
В России нашли новый способ получать вещества для рентгена;0
На Урале нашли эффективный способ создания сплава будущего;0
НАСА закрыло доступ к информации об астероиде 2025 US6;0
НАСА удалило данные об астероиде 2025 US6 после пролета болида над Москвой;0
Российские космонавты второй раз за свой полет выйдут в открытый космос;0
Китай может стать лидером в сфере термоядерного синтеза, считает ученый;0
Китай совершил прорыв в сфере искусственного интеллекта, считают в ИСАА МГУ;0
В Греции обнаружили подземное пресное озеро возрастом 800 тысяч лет;0
Снятый в Подмосковье космический объект озадачил ученых;0
Житель Свердловской области сфотографировал редкую комету;0
Ученый рассказал о метеорите, который мог сгореть над Московской областью;0
Ученые нашли новый способ очистки воды с помощью семян тика;0
"На Урале создали ""грибную"" мазь для заживления сильных ожогов";0
Ученые создали рейтинг угроз, с которыми сталкиваются подростки в соцсетях;0
"В России разработали персональный ""цифровой двойник"" здоровья";0
Ученые предупредили о росте солнечной активности;0
Опрос показал, как ученых чаще всего упоминают россияне;0
Ракета-носитель H3 с новым грузовым кораблем для МКС стартовала в Японии;0
Эколог рассказал, с чем столкнутся Турция и Ближний Восток к 2030 году;0
Путин предложил объявить 2027-й Годом географии;0
Ученые рассказали о мощной вспышке на обратной стороне Солнца;0
В Ростове-на-Дону предложили способ контролировать экстремальную влажность;0
Теряет защиту. Земля вновь заставила ученых поволноваться;0
На Урале получили из растений новые красители для медицины;0
На обратной стороне Солнца произошел крупный взрыв;0
В Саратове создали новые антимикробные вещества;0
Продюсер сериала о науке на Кавказе поделилась деталями съемок;0
Сибирских мини-пигов готовят к донорству временных органов для человека;0
"Обзор смартфона realme 15 Pro: ""рыцарь"" в среднем классе";0
В Москве разработали элементы фотонных схем для устройств 6G;0
Российские ученые разработали перспективные соединения для онкотерапии;0
В Тюмени вычислили, как увеличить добычу нефти с помощью горения;0
В планетарии рассказали, когда можно наблюдать метеорный поток Ориониды;0
В Калининграде создали новый материал для регенеративной медицины;0
На Солнце произошла сильная вспышка;0
Россиянам назвали лучшее время для наблюдения за метеорным потоком Ориониды;0
"Завершается прием заявок на участие в олимпиаде ""Шаг в науку""";0
Ученые создали новый антибиотик;0
В НГУ разработали проект госстандарта по внедрению ИИ-проектов;0
На Земле в воскресенье ожидаются магнитные бури;0
Оживили спустя тысячи лет: что нашли в вечной мерзлоте;0
Ученые рассказали, когда и как увидеть полярное сияние в широтах Москвы;0
"Российские ученые показали область ""в дыму и пламени"" на Солнце";0
Ученые рассказали о комете, которая скоро пройдет рядом с Землей;0
Умер советский и российский ученый Сергей Кара-Мурза;0
Российские космонавты представили план прыжка над Южным полюсом;0
На Земле началась магнитная буря;0
На Земле в субботу ожидаются магнитные бури;0
На Солнце произошли две сильные вспышки;0
В Китае умер лауреат Нобелевской премии по физике;0
Солнце сожгло две кометы;0
На выходных Земля попадет под влияние корональной дыры;0
В Москве к 150-летию Евгения Лансере открылась выставка графики художника;0
"В кинодеревне Кустурицы завершился фестиваль ""RT.Док: Время наших героев""";0
"На телеканале ""Россия"" начался новый сезон конкурса ""Синяя птица""";0
Умерла актриса Валентина Шарыкина;0
"Умер скрипач оркестра театра ""Геликон-опера"" Николай Жеренков";0
Умер художник и поэт Михаил Гробман;0
В Киргизии открыли Евразийский центр русского языка и культуры;0
"Режиссер ""Нюрнберга"" прокомментировал голливудскую версию трибунала";0
Эксперт раскритиковал голливудскую интерпретацию Нюрнбергского процесса;0
Михалков рассказал, почему не снимает кино про СВО;0
Кустурица ответил на вопрос о возможности настроить сербов против России;0
Михалков призвал контролировать развитие ИИ;0
В Великом Новгороде появилась скульптура трех котов;0
"На Первом канале стартует новое шоу ""Команды""";0
Организаторы концерта Спейси на Кипре рассказали о русскоязычных зрителях;0
Египтолог рассказал, что могло произойти с гробницей Клеопатры;0
"В Москве состоялась церемония вручения премии ""Радиомания-2025""";0
Путин поздравил Театр имени Сац с юбилеем;0
"ГМИИ Пушкина анонсировал выставку ""Декабристы: Люди и судьбы""";0
На юбилейный концерт Shaman в Кремле продали почти все билеты;0
"Российские музеи запустили проект ""Автор неизвестен""";0
Умер сценарист Анатолий Усов;0
Музей Пушкина и Институт развития интернета создадут онлайн-карту шедевров;0
"Праздник красоты: чем запомнилась ""Мисс Вселенная — 2025""";0
"Фестиваль ""RT.Док: Время наших героев"" пройдет в Сербии";0
Shaman рассказал, что не брал отпуск последние три года;0
Артист должен работать с максимальной отдачей, заявил Shaman;0
Экспертиза подтвердила вменяемость обвиняемого в убийстве Талькова;0
"Определена победительница конкурса ""Мисс Вселенная""";0
Shaman анонсировал совместный проект с Надеждой Бабкиной;0
Эксперты нашли следы выстрела только на вещах Талькова и Шляфмана;0
Картина Фриды Кало установила ценовой рекорд для женщин-художниц;0
"Обсуждать кандидатуру участника ""Интервидения"" рано, заявил Shaman";0
Раскрыто, где Шляфман пытался спрятать револьвер после убийства Талькова;0
Раскрыто, где Шляфман пытался спрятать револьвер после убийства Талькова;0
Shaman не собирается переводить свои хиты на другие языки;0
"Игорь Петренко рассказал о роли в сериале ""Нюрнбергская история""";0
В культурном центре в Париже открыли памятник Пушкину;0
"В Республике Сербской прошел фестиваль""RT.Док: Время наших героев""";0
"Роман ""Авиатор"" стал экспонатом музея Центра ""Космонавтика и авиация""";0
Аве Майя: непростая судьба и великие балеты Плисецкой;0
"Фестиваль ""Время наших героев"" в Восточном Сараеве собрал полный зал";0
В Нидерландах отменили концерт пианистки Леонской;0
Умер актер и режиссер Сергей Десницкий;0
В Госдуме предложили предупреждать о вырезанных сценах в фильмах;0
Умер театровед Виталий Дмитриевский;0
Сокровища российской короны: уникальная коллекция Царского Села в Москве;0
Прилепин оценил культуру чтения в России;0
"Фестиваль ""RT.Док: Время наших героев"" пройдет в Республике Сербской";0
Умер композитор Григорий Корчмар;0
РВИО объявило конкурс на проект памятника-символа идеи русской Свободы;0
"Высоко взлетели: громкая премьера фильма Кончаловского ""Авиатор"" в Москве";0
Безруков возглавил рейтинг лучших российских актеров 2025 года;0
"Сериал ""Тайны следствия"" вошел в ""Книгу рекордов России""";0
"Умер актер из сериала ""Лихие"" Вячеслав Поляков";0
"Уже не милая сказка: чем удивит третий сезон ""Вампиров средней полосы""";0
С Юлия Гусмана взыскали долг за коммуналку;0
"В Сухуме открылся фестиваль ""RT.Док: Время наших героев""";0
Книги Симоньян отправили в библиотеки за границу;0
В центре Лондона установили бронзовую статую Бриджит Джонс;0
Эрмитаж повышает стоимость входных билетов;0
Путин присвоил Стриженовым звания заслуженных артистов России;0
Путин подписал закон о создании портала объектов культурного наследия;0
Путин присвоил Стриженовым звание заслуженных артистов России;0
"Том Круз получил почетную премию ""Оскар""";0
"Экс-владелец бренда ""Ласковый май"" подал иск к создателям ""Слова пацана""";0
Путин пообщался с Гергиевым на концерте артистов из Казахстана;0
Умер актер дубляжа Петр Вечерков;0
"Правительство направит средства на восстановление ""Нового Херсонеса""";0
Музыкальные барабаны впервые получат отдельный ГОСТ;0
Генконсул Израиля прокомментировал слова депутата о Чебурашке;0
"СМИ: создательница ""Телепузиков"" раскритиковала новые детские передачи";0
Фонд капремонта Москвы попросил взыскать долг с телеведущего Гусмана;0
"В Калининграде представили оригинал письма Татьяны из ""Евгения Онегина""";0
В Омане пройдет фестиваль российского кино;0
В Китае проявляют большой интерес к писателям из России;0
Прощание с Булатовым началось в церкви Святой Троицы в Париже;0
Агент Стеклова опроверг информацию о госпитализации артиста;0
Надежда Кадышева готовится к яркому новогоднему шоу в Москве;0
Моне ли это? Угадайте картины великого импрессиониста;0
Минкульт Чечни напомнил о разграничении мужского и женского в нацкостюмах;0
Суд прекратил дело о взыскании с Пересильд долга за дизайн-проект;0
Суд начнет бракоразводный процесс Богатырева и Арнтгольц в конце ноября;0
Суд отказался от упрощенного рассмотрения иска к Киркорову;0
"Shaman выпустил композицию ""Я красиво живу"" с Игорем Бутманом";0
Роза Рымбаева рассказала о приеме Путина и Токаева в Большом театре;0
Путин и Токаев общаются с артистами после гала-концерта;0
Суд отклонил иск к Ларисе Гузеевой о защите чести и достоинства;0
Суд включил в состав наследства Градского около ста миллионов рублей;0
Россия и Казахстан договорились о проведении взаимных дней культуры;0
Марк Богатырев подал на развод с Татьяной Арнтгольц;0
Народного артиста России Владимира Симонова похоронили в Москве;0
Путин объявил благодарность Леониду Якубовичу за заслуги в области СМИ;0
В Музее Рублева представили икону XVI века;0
В Москве завершилась церемония прощания с Владимиром Симоновым;0
Кадышева отдаст часть выступлений сыну, сообщил продюсер;0
Люди приходят к театру Вахтангова, чтобы проститься с Владимиром Симоновым;0
"Одеваться ""под Гурченко"": секреты уникального стиля знаменитой актрисы";0
"Самый дешевый билет на балет ""Щелкунчик"" в Москве обойдется в 500 рублей";0
В МГАХ пройдут концерты к 110-летию балерины Софьи Головкиной;0
Госдума приняла закон о создании единого портала памятников культуры;0
Артиста Симонова похоронят на Троекуровском кладбище;0
Прощание с народным артистом России Симоновым пройдет 12 ноября;0
Художника Булатова кремируют после церемонии прощания в Париже;0
Художника Булатова кремируют после церемонии прощания;0
Прощание с художником Булатовым пройдет в Париже;0
"В Абхазии пройдет фестиваль документального кино ""RТ.Док""";0
РАО помирилось с Люсей Чеботиной;0
Венгерско-британский писатель получил Букеровскую премию 2025 года;0
Путин поздравил участников и организаторов кинофестиваля ВГИК;0
Симонов две недели до смерти находился в больнице, сообщили в театре;0
Умер один из основателей метал-группы Savage Крис Брэдли;0
Умер советский и израильский художник Саша Окунь;0
Валерия Гай Германика сообщила, что стала бабушкой;0
В песнях Пахмутовой нашли отражение судьбы поколений, заявил Путин;0
Путин: в песнях Пахмутовой нашли отражение судьбы поколений;0
Директор Мультимедиа Арт Музея рассказала о последних выставках Булатова;0
Пахмутова поблагодарила Путина за поздравление;0
Песков рассказал о звонке Путина Пахмутовой в прямом эфире;0
Путин поздравил Александру Пахмутову с днем рождения;0
Прощание с Павлом Никоновым пройдет 12 ноября;0
В Третьяковке выразили соболезнования в связи со смертью Эрика Булатова;0
"В проекте ""Песни великой страны"" вышел клип на песню ""Как молоды мы были""";0
Машков выразил соболезнования в связи со смертью Владимира Симонова;0
Гараж выразил соболезнования в связи со смертью художника Эрика Булатова;0
Бывшая жена Паши Техника хочет забрать все права на треки музыканта;0
Супруга художника Булатова подтвердила его смерть;0
Умер художник-концептуалист Эрик Булатов;0
В Театре Вахтангова назвали возможное место прощания с Симоновым;0
Чудесный праздник в Москве: тайны и самые красивые вещи жостовской росписи;0
Названа причина смерти народного артиста России Симонова;0
Умер Владимир Симонов;0
Малышева назвала Юрия Николаева интеллигентным аристократом;0
Пелагея назвала Юрия Николаева человеком-легендой;0
Юрия Николаева похоронили в Москве;0
"В Бейруте начался фестиваль ""RT.Док: Время наших героев""";0
Прощание с телеведущим Юрием Николаевым;0
Эрнст оценил вклад Николаева в историю российского телевидения;0
В Москве завершилось прощание с Юрием Николаевым;0
Путин поздравил Олега Меньшикова с юбилеем;0
Путин прислал венок на церемонию прощания с Юрием Николаевым;0
В Москве началась церемония прощания с Юрием Николаевым;0
Вечный двигатель: Олег Меньшиков снова удивляет;0
"В ""Новом Манеже"" открылась выставка московских театральных художников";0
"Актер фильма ""Цирк"" Джеймс Паттерсон завещал похоронить его в Москве";0
"Культура не должна подчиняться ""окнам Овертона"", заявил Михалков";0
Никита Михалков заявил, что его не интересуют страны Евросоюза;0
"Режиссер сказал, что фестиваль ""Евразия-Кинофест"" ждет большое будущее";0
"Литературные порталы ""Стихи.ру"" и ""Проза.ру"" отметили юбилей в ЦДЛ";0
Ночь искусств — 2025: бесплатные концерты, спектакли и экскурсии в России;0
"Евгений Водолазкин — о возможном бессмертии, семейной памяти и ""Авиаторе""";0
"Минкультуры объяснило, как переоформить ""Пушкинскую карту""";0
Малахов, Пиотровская, Чурикова обсудили трудности дислексии;0
"Память телеведущего Юрия Николаева почтили в ""Галерее звезд""";0
"В Ливане прошел фестиваль документального кино ""RT.Док: Время наших героев""";0
Юрия Николаева похоронят на Троекуровском кладбище в Москве;0
Юрия Николаева похоронят в субботу на Троекуровском кладбище;0
Хинштейн потребовал найти виновных в ситуации с билетами на спектакль;0
В Москве простились с Геральдом Бежановым;0
"Церемония прощания с бывшим главредом ""Известий"" проходит в Москве";0
Лавров выразил соболезнования в связи со смертью Юрия Николаева;0
Shaman расписался с Мизулиной;0
Николаев оставил неизгладимый след в душах людей, заявила Валерия;0
Коллектив ГИТИСа выразил соболезнования в связи с уходом Юрия Николаева;0
Молдавия расторгла соглашение с Россией о культурных центрах;0
Shaman третий год подряд лидирует в рейтинге лучших российских исполнителей;0
"Премьера четвертого сезона ""Шоу Аватар"" состоится на НТВ 9 ноября";0
"Анна Банщикова — о съемках в ""Химкинских ведьмах"" и магическом даре";0
МИД выразил соболезнования из-за смерти Юрия Николаева;0
Путин вручил медаль Пушкина актеру русского драмтеатра Астаны;0
Зара выразила соболезнования в связи с кончиной телеведущего Юрия Николаева;0
Рэпер Diddy заявил, что Трамп помилует его в следующем году, сообщили СМИ;0
Умер актер и телеведущий Юрий Николаев;0
В Петергофе завершился сезон фонтанов;0
Швыдкой заявил, что русская культура не отменяема;0
Shaman исполнил песню, написанную ко Дню народного единства;0
"Путин оценил фестиваль ""Современная музыкальная карта России""";0
"Путин выразил поддержку проекту ""Современная музыкальная карта России""";0
Церемония прощания с Геральдом Бежановым пройдет пятого ноября;0
В Вологде в День народного единства открыли памятник Ивану Грозному;0
"Премьера нового шоу ""Браво! Бис!"" состоится на телеканале НТВ 8 ноября";0
Тайны Китая, сокровища скифов и лаковые миниатюры: лучшие выставки ноября;0
В ОАЭ прошли Дни культуры России;0
Более 350 иностранных археологических миссий занимаются раскопками в Египте;0
Шойгу оценил развитие патриотического кинематографа в России;0
Продюсер музыканта Akmal' рассказала о концертах в новых регионах России;0
Умерла актриса Инна Штеренгарц;0
В Вологде откроют памятник Ивану Грозному в День народного единства;0
"Фестиваль ""RT.Док: Время наших героев"" пройдет в Ливане";0
Ученый секретарь музея в Удмуртии получил президентскую премию;0
Турецкий актер Энгин Чаглар погиб в ДТП в Стамбуле;0
"На Украине запретили сериал ""Игра престолов"" из-за русского актера";0
"В Совбезе рассказали об идее создания сериала ""Искра"" странами СНГ";0
"Ленфильм прокомментировал сообщения о ""полуголой"" вечеринке в павильоне";0
В Москве появится уникальный павильон для съемок под водой;0
"Умер бывший главный редактор ""Известий"" Иван Лаптев";0
Любимова рассказала о планах России и Египта провести обменные Дни культуры;0
В Союзе писателей России представили графический роман о Сталине;0
"Умер актер из фильма ""Никита"" Чеки Карио";0
"В Египте завершился фестиваль российского кино ""RT.Док""";0
Друзья и коллеги Попова приходят к ЦКБ в Москве, где простятся с артистом;0
Вход в Эрмитаж будет бесплатным в День народного единства;0
Умер режиссер Геральд Бежанов;0
"Егор Кончаловский — об ""Авиаторе"", патриотизме Михалкова и службе в армии";0
"Русский балет ""Кострома"" представил в Пекине ""Национальное Шоу России""";0
"Умер звезда фильма ""Приключения Али-Бабы"" Якуб Ахмедов";0
Стала известна дата прощания с Андреем Гриневичем;0
Умер заслуженный артист России Анатолий Меньщиков;0
За кадром успеха: что скрывает харизматичный Иван Янковский;0
Газманов опроверг сообщения о проблемах со здоровьем;0
Умер актер дубляжа Андрей Гриневич;0
Названа причина смерти актера Попова;0
В Казахстане отменили концерты Akmal' после скандала с желто-синим пакетом;0
"Антиутопия Симоньян стала книгой месяца в сети ""Читай-город""";0
Он мне не сказал. Самойлова выступила с заявлением о разводе с Джиганом;0
Умер актер Роман Попов;0
Дмитрий Маликов — об успехе Кадышевой и Булановой, молодости и юморе в сети;0
Прилепин призвал создавать больше российских литературных премий;0
Глава РКС поддержал идею альтернативы Нобелевской премии по литературе;0
Умерла автор песен Ирина Севастьянова;0
В Польше арестовали украинца по подозрению в соучастии в диверсии на ж/д;0
Минобороны опубликовало видео из освобожденных районов в Красноармейске;0
В Австралии сенатора выгнали с заседания за провокацию в парандже;0
Трамп рассказал об ожиданиях от переговоров по урегулированию на Украине;0
Вице-премьер Киргизии Байсалов назвал страну частью русского мира;0
Производитель прокомментировал крушение индийского истребителя в Дубае;0
Инопланетный корабль приблизился к Земле;0
На всей территории Украины объявили воздушную тревогу;0
Экс-глава МИД Польши оценил вероятность налаживания отношений с Россией;0
В канцелярии президента Финляндии опровергли данные о его поездке в США;0
Экс-глава МИД Польши оценил перспективы сотрудничества США и России;0
"Экс-глава МИД Польши допустил реконструкцию ""Северного потока""";0
"В Киргизии начал вещание телеканал ""Номад ТВ""";0
Эрдоган назвал условие для устойчивого решения конфликта на Украине;0
Ермак поручил готовить дела против главы НАБУ, заявили в Раде;0
СМИ раскрыли, как Зеленский пытается спасти Ермака от обвинений в коррупции;0
Эрдоган назвал соглашение по Украине на основе плана Трампа возможным;0
Киев хочет выхолостить план США, не поссорившись с Трампом, считает эксперт;0
Европа пытается придумать встречное предложение плану США, пишет FT;0
Министр американской армии может посетить Россию, пишут СМИ;0
ЕС ведет переговоры с США о закупке чипов на 40 миллиардов долларов;0
"Группировка ""Центр"" освободила два микрорайона в Красноармейске";0
Много давления. Зеленский пожаловался на США;0
Аэропорт Вильнюса с воскресенья дважды закрывался из-за воздушных шаров;0
Россия отслеживает сообщения по урегулированию на Украине, заявил Песков;0
Песков прокомментировал новости об американском плане по Украине;0
Песков ответил на вопрос о переговорах по Украине в Швейцарии;0
В Кремле ответили на вопрос, состоится ли встреча делегаций России и США;0
В Кремле прокомментировали информацию о мирном плане США;0
Россия отслеживает новости по урегулированию на Украине, заявил Песков;0
Россия открыта для контактов и переговоров с США, заявил Песков;0
Кремль не хочет обсуждать план США по Украине через СМИ, заявил Песков;0
Песков ответил на вопрос о мирном плане, выработанном в Женеве;0
Россия открыта для переговоров с США, заявил Песков;0
